time,ego_x,ego_y,Steer,GazeOrigin,EyeHitSite,EyeHitType,vehicle_1_x,vehicle_1_y,vehicle_1_z,vehicle_2_x,vehicle_2_y,vehicle_2_z,vehicle_3_x,vehicle_3_y,vehicle_3_z,ego_x_vel,ego_x_acc,ego_y_vel,ego_y_acc,ego_x_acc_jerk,ego_y_acc_jerk,TTC_1,TTC_2,TTC_3,TTC_MIN,position,lateral_offset,collision,Steer_rate
9.0,3324.322186,4256.922996,0.03,x=332404.281_y=425717.594_z=249.999,x=331413.156_y=424526.344_z=312.104,3,3316.431458333333,4247.9053125,140.820999,,,,,,,-3.7187664273288665,0.7380665738014651,-3.8298775840339423,0.1842581105822081,-1.9087547729381171,-1.6206263152155398,2.377233984678215,,,2.377233984678215,0,0.09669482782422803,0,-0.010938495117895014
9.1,3323.958062,4256.541872,0.03,x=332376.125_y=425688.281_z=250.014,x=331361.125_y=424469.344_z=323.762,3,3316.4009375,4247.8684375,140.837006,,,,,,,-3.658230919236324,0.5446483212083274,-3.822506980789023,0.013863415398989313,-1.9341825259313772,-1.7039469518321877,2.3997705431340837,,,2.3997705431340837,0,0.08590865007280153,0,-0.007800392950151212
9.2,3323.597,4256.159934,0.029,x=332334.625_y=425644.500_z=250.006,x=0.000_y=0.000_z=0.000,0,3316.3648125,4247.824875,140.942001,,,,,,,-3.626304263778202,0.28692665789560123,-3.840322105365489,-0.22837894696767008,-2.5772166331272617,-2.4224236236665937,2.3522943669953595,,,2.3522943669953595,0,0.07594489922148383,0,-0.0051578944743756825
9.3,3323.237562,4255.773934,0.029,x=332293.375_y=425600.250_z=249.996,x=0.000_y=0.000_z=0.000,0,3316.2838749999996,4247.727187500001,141.115005,3276.7796875,4194.21875,,,,,-3.6333145618657454,0.01647012394870133,-3.8988344959069074,-0.49976402693020083,-2.704565339468999,-2.713850799625307,2.6530712227581397,,,2.6530712227581397,0,0.06707829817258941,0,-0.0030536161881582606
9.4,3322.86575,4255.37006,0.029,x=332265.375_y=425569.906_z=249.999,x=0.000_y=0.000_z=0.000,0,3316.1755,4247.596375,141.296005,3276.7796875,4194.21859375,,,,,-3.6576325875145117,-0.15914149526288202,-3.9759823291958636,-0.6854350727695846,-1.7561161921158335,-1.8567104583938376,2.7031059226796037,13.951633996644588,,2.7031059226796037,0,0.0587413428658505,0,-0.003101949723097022
9.5,3322.5033759999997,4254.970998,0.028,x=332223.594_y=425524.031_z=251.000,x=0.000_y=0.000_z=0.000,0,3316.0321875,4247.4234375,141.404007,3276.779479166666,4194.218333333333,114.119003,,,,-3.6719636708514276,-0.28554877624847463,-4.043619270582373,-0.8229066346313718,-1.2640728098559262,-1.3747156186178722,3.1578354907494677,14.114609234269516,,3.1578354907494677,0,0.05160643483495808,0,-0.005879095132122431
9.6,3322.13575,4254.56056,0.028,x=332189.219_y=425485.750_z=251.002,x=331138.469_y=424183.375_z=327.956,3,3315.864875,4247.2215625,141.632996,3276.77921875,4194.218046875,114.119003,,,,-3.721655658001658,-0.48687394888245117,-4.1491968455967365,-1.0307233592573675,-2.013251726339765,-2.0781672462599565,3.3381581701633105,13.709645346284445,,3.3381581701633105,0,0.045386291770551604,0,-0.012512708352146334
9.7,3321.7485,4254.124374,0.025,x=332152.344_y=425444.250_z=251.007,x=331148.969_y=424173.719_z=329.313,3,3315.65725,4246.9709375,142.082001,3276.7789375,4194.2176875000005,114.119003,,,,-3.802392208106957,-0.702037813656669,-4.28406773202949,-1.2413284041005714,-2.151638647742178,-2.1060504484320397,3.6379969153848624,12.8523274364412,,3.6379969153848624,0,0.03953301643255154,0,-0.026226521460341146
9.8,3321.3670639999996,4253.690374,0.02,x=332108.531_y=425394.406_z=251.003,x=0.000_y=0.000_z=0.000,0,3315.4171875,4246.6811875,142.490005,3276.778375,4194.217,114.119003,,,,-3.875772313237386,-0.914324739512304,-4.4082329723779345,-1.4586319566310002,-2.1228692585563502,-2.1730355253042877,4.552015878796065,12.884505964008824,,4.552015878796065,0,0.034561928372866965,0,-0.03451245543589354
9.9,3320.9722500000003,4253.237436,0.017,x=332070.844_y=425351.219_z=250.999,x=0.000_y=0.000_z=0.000,0,3315.1533125,4246.3625625,143.067993,3276.7776249999997,4194.216125000001,114.119003,,,,-3.996148493878354,-1.2635703309786621,-4.585951179037062,-1.8500282778114867,-3.4924559146635814,-3.913963211804865,4.8017070635481085,12.29499706040628,,4.8017070635481085,0,0.03009313510041817,0,-0.025784615562257758
10.0,3320.552312,4252.7515619999995,0.017,x=332032.031_y=425306.438_z=251.000,x=0.000_y=0.000_z=0.000,0,3314.8552499999996,4246.0025625,143.731003,3276.77675,4194.2150625,114.119003,,,,-4.177943406880031,-1.6877699793458492,-4.834733343234576,-2.334466532475287,-4.24199648367187,-4.844382546638002,5.040902484734975,11.406338516733923,,5.040902484734975,0,0.026088866372872273,0,-0.011442743059934733
10.1,3320.116812,4252.2435,0.017,x=331991.031_y=425258.656_z=251.998,x=0.000_y=0.000_z=0.000,0,3314.5102500000003,4245.5858124999995,144.257004,3276.77575,4194.21375,114.119003,,,,-4.380666849798674,-2.037659163557178,-5.107252739166999,-2.7279648624372728,-3.4988918421132897,-3.9349832996198586,6.770228834751861,10.850370163610298,,6.770228834751861,0,0.022697717304546217,0,-0.010101512845536672
10.2,3319.6581860000006,4251.705374,0.015,x=331941.656_y=425200.688_z=251.998,x=0.000_y=0.000_z=0.000,0,3314.15375,4245.155000000001,144.636002,3276.774625,4194.212312500001,114.119003,,,,-4.612102569363232,-2.347732917152401,-5.40999930258797,-3.065636435082755,-3.100737535952227,-3.376715726454824,5.775601338150701,10.170495557817311,,5.775601338150701,0,0.019688134176150424,0,-0.024796448603177857
10.3,3319.1708100000005,4251.130812,0.009,x=331890.125_y=425139.781_z=252.005,x=0.000_y=0.000_z=0.000,0,3313.7625,4244.682062499999,144.860992,3276.7733125,4194.210625000001,114.119003,,,,-4.884927259329086,-2.6250078005162147,-5.757741832909348,-3.362399781641362,-2.772748833638139,-2.9676334655860703,6.016683651345142,9.447036560448117,,6.016683651345142,0,0.016981902667647878,0,-0.03845890981950035
10.4,3318.6535619999995,4250.518750000001,0.005,x=331840.969_y=425081.625_z=251.988,x=0.000_y=0.000_z=0.000,0,3313.3418125000003,4244.1735,145.039993,3276.771875,4194.20875,114.119003,,,,-5.178483355787931,-2.7164704844402827,-6.1278736633906465,-3.448110177271004,-0.9146268392406798,-0.8571039562964167,5.846091936667339,8.783260621350076,,5.846091936667339,0,0.014525689336108252,0,-0.03155584806205404
