time,ego_x,ego_y,Steer,GazeOrigin,EyeHitSite,EyeHitType,vehicle_1_x,vehicle_1_y,vehicle_1_z,vehicle_2_x,vehicle_2_y,vehicle_2_z,vehicle_3_x,vehicle_3_y,vehicle_3_z,ego_x_vel,ego_x_acc,ego_y_vel,ego_y_acc,ego_x_acc_jerk,ego_y_acc_jerk,TTC_1,TTC_2,TTC_3,TTC_MIN,position,lateral_offset,collision,Steer_rate
8.4,3308.5891239999996,4237.522688,-0.002,x=330828.094_y=423781.312_z=256.000,x=329961.312_y=422630.438_z=143.556,3.0,3316.4240625,4247.89625,140.819,,,,,,,-7.108699729784582,-3.1021337041180588,-8.358101227701516,-3.5866892991697035,2.3678710089508304,3.242415571126629,1.2067343391896823,,,1.2067343391896823,0.0,0.1645986723730575,0,-0.004619663250856054
8.5,3307.8431880000003,4236.646812000001,-0.002,x=330758.594_y=423699.719_z=256.000,x=329916.375_y=422597.156_z=143.433,3.0,3316.393203125,4247.85890625,140.856995,3276.7803125,4194.21875,,,,,-7.3671419816706,-2.65150346045539,-8.6521474368174,-3.0477439701200195,4.506302436626686,5.3894532904968395,1.2794688637235327,,,1.2794688637235327,0.0,0.15981961152463206,0,0.0018421760973893874
8.6,3307.096874,4235.7715,-0.001,x=330687.188_y=423615.906_z=255.991,x=329804.844_y=422451.969_z=143.497,3.0,3316.3491249999997,4247.8057499999995,140.968994,3276.7799999999997,4194.21859375,,,,,-7.549369686862262,-2.3697705706208394,-8.86051474879671,-2.759409507459897,2.817328898345508,2.8833446266012253,1.4039309336162542,4.472918109949049,,1.4039309336162542,0.0,0.15485463227470042,0,0.006362643033913833
8.7,3306.326624,4234.8678119999995,-0.001,x=330599.844_y=423513.625_z=256.004,x=329634.781_y=422223.906_z=143.635,3.0,3316.2600625,4247.6982499999995,141.132996,3276.7797916666664,4194.2184375,114.119003,,,,-7.807682137027473,-2.574063198359854,-9.169296791275219,-3.0966098778651796,-2.042926277390147,-3.372003704052826,1.5485750800113651,4.233085429481801,,1.5485750800113651,0.0,0.14978553377692322,0,0.015291044699379693
8.8,3305.501562,4233.897500000001,0.003,x=330522.719_y=423423.250_z=255.998,x=329499.719_y=422043.031_z=143.762,3.0,3316.1450624999998,4247.5594375,141.335007,3276.77953125,4194.2182031249995,114.119003,,,,-8.142520619515016,-2.736725618500945,-9.58300847827303,-3.421436651772947,-1.626624201410909,-3.248267739077675,1.5838813366422273,3.8469214896025936,,1.5838813366422273,0.0,0.14477744975759446,0,0.03043170689743964
8.9,3304.652562,4232.8956259999995,0.009,x=330443.125_y=423329.531_z=255.998,x=329403.500_y=421922.750_z=143.802,3.0,3315.995,4247.378374999999,141.425995,3276.77925,4194.217875,114.119003,,,,-8.385404516268256,-2.3310310873757443,-9.903906984537194,-3.089541767058047,4.056945311252007,3.3189488471490014,1.7063452022715573,3.6315659432311613,,1.7063452022715573,0.0,0.14024487483561293,0,0.03069882056681101
9.0,3303.806998,4231.892564,0.008,x=330346.094_y=423214.562_z=256.015,x=329211.750_y=421646.812_z=142.372,3.0,3315.8085,4247.153375,141.718002,3276.778625,4194.2171875,114.119003,,,,-8.517272055484437,-1.7330461939644337,-10.108734910199953,-2.5223603899020137,5.979848934113106,5.671813771560332,1.9039951508296231,3.5368677016526435,,1.9039951508296231,0.0,0.13668517152820073,0,0.01022580237614307
9.1,3302.94575,4230.864876,0.007,x=330262.562_y=423114.781_z=255.992,x=329119.375_y=421492.000_z=142.264,3.0,3315.5948125000004,4246.8954375,142.175003,3276.7779375,4194.216375,114.119003,3265.7625,4186.7128125,,-8.663556479967724,-1.3865291695363968,-10.34257810150007,-2.221937992899136,3.465170244280369,3.0042239700287787,2.0300103186522427,3.361111770804544,,2.0300103186522427,0.0,0.13415560647370398,0,-0.00353365662053666
9.2,3302.046936,4229.785188,0.007,x=330176.875_y=423011.781_z=255.991,x=329415.094_y=421866.438_z=144.221,3.0,3315.3603749999993,4246.6124375,142.697998,3276.7771249999996,4194.215375,114.119003,3265.7623437499997,4186.71265625,,-8.795563912911176,-1.0339037584964113,-10.566067737666543,-1.8650487194594372,3.5262541103998557,3.5688927343969867,2.068433800134724,3.108690612128475,4.0095271355047,2.068433800134724,0.0,0.1328218996967281,0,-0.005155070493845199
9.3,3301.176936,4228.733311999999,0.006,x=330091.781_y=422909.000_z=256.011,x=329337.094_y=421769.625_z=143.589,3.0,3315.076875,4246.2701875,143.223007,3276.7761249999994,4194.214125,114.119003,3265.7621875,4186.712395833333,112.664001,-8.831116300883044,-0.4538302837144748,-10.675596285304842,-1.1793877236924932,5.800734747819365,6.8566099576694395,2.430679018478347,3.1004319805510736,4.026705301785961,2.430679018478347,0.0,0.13276908813851235,0,-0.005200874784329856
