time,ego_x,ego_y,Steer,GazeOrigin,EyeHitSite,EyeHitType,vehicle_1_x,vehicle_1_y,vehicle_1_z,vehicle_2_x,vehicle_2_y,vehicle_2_z,vehicle_3_x,vehicle_3_y,vehicle_3_z,ego_x_vel,ego_x_acc,ego_y_vel,ego_y_acc,ego_x_acc_jerk,ego_y_acc_jerk,TTC_1,TTC_2,TTC_3,TTC_MIN,position,lateral_offset,collision,Steer_rate
11.3,3330.699686,4261.63556,-0.001,x=333039.906_y=426201.719_z=250.987,x=332496.750_y=425590.750_z=135.832,3,3316.4344791666667,4247.90875,140.819,,,,,,,-7.282635658768075,-3.8599293802280146,-6.258268356700083,-3.4695633072462138,5.59828199832892,3.7305410988637533,2.113044820294793,,,2.113044820294793,0,0.6429529771453729,0,0.017170789839412247
11.4,3329.9388740000004,4260.979686,0.004,x=332967.000_y=426139.156_z=250.985,x=332440.031_y=425543.250_z=135.880,3,3316.40453125,4247.872578125,140.835007,,,,,,,-7.609768503925691,-3.0584000951728876,-6.5681901567890355,-2.9326548093005265,8.015292850551269,5.369084979456873,1.9662181943138697,,,1.9662181943138697,0,0.5948430318627242,0,0.0357436680813938
11.5,3329.13425,4260.28175,0.008,x=332890.781_y=426073.344_z=250.991,x=332346.469_y=425455.406_z=136.030,3,3316.37025,4247.83125,140.927994,3276.7796875,4194.21875,,,,,-7.822601444989852,-1.9803378367163074,-6.798644680317718,-2.195031055855649,10.780622584565801,7.376237534448773,1.7615697228305416,,,1.7615697228305416,0,0.5447442425244595,0,0.05447214070447012
11.6,3328.3578760000005,4259.601438,0.018,x=332799.219_y=425993.375_z=250.922,x=332299.969_y=425400.812_z=136.274,3,3316.29525,4247.7408125,141.104004,3276.77953125,4194.21859375,,,,,-7.876380724175819,-0.7623731618415899,-6.915243797321214,-1.3646871663923994,12.179646748747174,8.303438894632498,1.8459194172384592,8.069197563659932,,1.8459194172384592,0,0.49765706995576026,0,0.06244447696236108
11.7,3327.55844,4258.8910000000005,0.022,x=332722.812_y=425925.469_z=249.996,x=331987.562_y=424975.500_z=138.614,3,3316.1840625000004,4247.6066875,141.270004,3276.779375,4194.218333333333,114.119003,,,,-7.851335500269187,0.42412265746745875,-6.98849020464151,-0.5654811590450238,11.864958193090485,7.9920600734737555,1.784857258277889,7.690356267943781,,1.784857258277889,0,0.45097684374061714,0,0.04862683767005821
11.8,3326.7810019999997,4258.188626,0.022,x=332650.812_y=425860.344_z=249.988,x=331964.750_y=424934.062_z=138.883,3,3316.0401875,4247.4331250000005,141.386993,3276.779140625,4194.218046875,114.119003,,,,-7.692888492017575,1.71816571325617,-6.967916475896125,0.3597538413351074,12.940430557887112,9.252350003801313,1.8418813411318526,7.752193829368676,,1.8418813411318526,0,0.40767217315810084,0,0.0441203283422642
11.9,3326.03669,4257.499312,0.033,x=332566.094_y=425782.375_z=251.004,x=331872.312_y=424839.344_z=139.281,3,3315.8613124999997,4247.21725,141.658997,3276.7788124999997,4194.217625,114.119003,,,,-7.357320835757115,3.025793984582579,-6.807172150116849,1.35529440200609,13.07628271326409,9.955405606709826,1.9615402826922044,7.909005035639003,,1.9615402826922044,0,0.3692837270322024,0,0.06135552424402975
12.0,3325.350752,4256.849686,0.036,x=332500.719_y=425720.406_z=250.999,x=331822.875_y=424778.906_z=139.758,3,3315.65775,4246.9715625,142.074005,3276.7782500000003,4194.216875,114.119003,,,,-6.925867728443908,3.891908440077706,-6.567479089813487,2.009245377995472,8.66114455495127,6.539509759893822,2.199649940532935,8.397871998875397,,2.199649940532935,0,0.33652276954649546,0,0.0732360529125032
12.1,3324.6983760000003,4256.214248,0.05,x=332425.094_y=425646.438_z=250.989,x=331794.969_y=424743.844_z=140.759,3,3315.422,4246.686875,142.595001,3276.7775625,4194.2159375,114.119003,,,,-6.499871349190028,4.166925313838588,-6.345106047895664,2.1630668950566805,2.750168737608818,1.5382151706120828,2.4416323160278486,8.615143359438582,,2.4416323160278486,0,0.30856866687482476,0,0.07201523205158683
12.2,3324.0917500000005,4255.600374,0.051,x=332377.719_y=425598.469_z=251.004,x=331762.219_y=424687.750_z=142.309,3,3315.1520000000005,4246.36075,143.001999,3276.7766875,4194.2148125,114.119003,,,,-6.087514588760602,4.115790163131312,-6.143778080532,2.079105849548972,-0.5113515070727637,-0.8396104550770866,2.9031259630931614,8.99513294261001,,2.9031259630931614,0,0.28676216794887266,0,0.042392390142875644
