time,ego_x,ego_y,Steer,GazeOrigin,EyeHitSite,EyeHitType,vehicle_1_x,vehicle_1_y,vehicle_1_z,vehicle_2_x,vehicle_2_y,vehicle_2_z,vehicle_3_x,vehicle_3_y,vehicle_3_z,ego_x_vel,ego_x_acc,ego_y_vel,ego_y_acc,ego_x_acc_jerk,ego_y_acc_jerk,TTC_1,TTC_2,TTC_3,TTC_MIN,position,lateral_offset,collision,Steer_rate
8.2,3328.357062,4258.811686,0.019,x=332813.688_y=425910.938_z=249.012,x=327105.062_y=420667.531_z=1123.422,3,3316.4157291666666,4247.886145833333,140.819,,,,,,,-3.12247214209446,-0.45182383111205304,-2.981880748341072,-0.6715080377700061,-2.4357449224524395,-2.3491567332708705,4.137370305519992,,,4.137370305519992,0,0.641266421222622,0,0.001219469928245764
8.3,3328.039062,4258.505498,0.019,x=332782.156_y=425880.656_z=249.011,x=331658.188_y=424901.219_z=215.280,2,3316.37890625,4247.841796875,140.876999,,,,,,,-3.1866323528725977,-0.6888515905948009,-3.06752229050318,-0.9119401502079529,-2.370277594827479,-2.404321124379468,4.112571844037731,,,4.112571844037731,0,0.6269928638927222,0,0.005382016799831356
8.4,3327.7141239999996,4258.190684,0.021,x=332750.906_y=425850.469_z=249.015,x=331627.719_y=424879.594_z=202.751,2,3316.3305,4247.783375,141.0,,,,,,,-3.282065909153461,-1.011648421752349,-3.185894831124478,-1.2506387227098084,-3.22796831157548,-3.386985725018554,4.090121512059416,,,4.090121512059416,0,0.6127621431597973,0,0.010397245537441816
8.5,3327.3748119999996,4257.858245999999,0.022,x=332712.844_y=425813.344_z=248.999,x=330685.188_y=424096.344_z=141.254,3,3316.239375,4247.6734375,141.197998,3276.7796875,4194.21875,,,,,-3.426698085637856,-1.360665157531435,-3.3575004005549607,-1.626044805039918,-3.490167357790861,-3.7540608233010975,4.527360570799724,,,4.527360570799724,0,0.5985751700212678,0,0.008783206684246526
8.6,3327.0118119999997,4257.499309999999,0.022,x=332686.906_y=425787.781_z=249.005,x=330657.156_y=424064.844_z=140.970,3,3316.1151249999994,4247.5235625000005,141.354996,3276.7796875,4194.21859375,,,,,-3.603549975235723,-1.5560520421780204,-3.563872966240506,-1.8466859273062517,-1.9538688464658538,-2.206411222663336,4.6553068357991,15.83009371320208,,4.6553068357991,0,0.5839967611465096,0,0.0029153071145727348
8.7,3326.6321880000005,4257.1206839999995,0.022,x=332643.438_y=425744.438_z=249.004,x=330313.969_y=423751.406_z=139.487,3,3315.9569375,4247.332625,141.442993,3276.779479166666,4194.2184375,114.119003,,,,-3.7562873735840716,-1.5282333829216381,-3.747619448508856,-1.8389034278797567,0.2781865925638227,0.07782499426495004,4.989477919095359,14.976866902793969,,4.989477919095359,0,0.5693428236196728,0,-0.002332415530411525
8.8,3326.24775,4256.733748,0.021,x=332600.031_y=425700.875_z=249.005,x=330422.062_y=423808.812_z=139.928,3,3315.766625,4247.102875,141.828995,3276.779296875,4194.2182031249995,114.119003,,,,-3.8837364755351373,-1.5079150411409536,-3.9075774636880265,-1.8412479886647195,0.2031834178068448,-0.023445607849628125,5.698532099748855,14.623496349127748,,5.698532099748855,0,0.5551418739662753,0,-0.006409149150126976
8.9,3325.8489999999997,4256.329811999999,0.02,x=332560.469_y=425660.750_z=250.007,x=330521.938_y=423870.750_z=140.283,3,3315.5425000000005,4246.832375,142.287003,3276.779,4194.217875,114.119003,,,,-4.051997140768412,-1.706895805499368,-4.111660224710498,-2.075811164220366,-1.9898076435841427,-2.3456317555564654,6.377189681928944,13.956786170251641,,6.377189681928944,0,0.5408847132754854,0,-0.0070403742692269474
9.0,3325.412938,4255.883376,0.02,x=332520.062_y=425619.375_z=250.001,x=330504.969_y=423831.000_z=140.395,3,3315.29575,4246.5345,142.800003,3276.7784999999994,4194.21725,114.119003,,,,-4.255337182653659,-2.094600361808863,-4.356851214205101,-2.5131521040310965,-3.877045563094952,-4.373409398107304,5.724355746090328,12.60081888279535,,5.724355746090328,0,0.5261496930355395,0,-0.0066041633405694135
9.1,3324.9828119999997,4255.439125999999,0.019,x=332486.969_y=425585.219_z=250.004,x=330524.156_y=423824.656_z=140.571,3,3315.0164375,4246.1971875,143.397995,3276.7778125,4194.2164375,114.119003,,,,-4.490356071847721,-2.7517339664564697,-4.639164722874732,-3.224358183384253,-6.571336046476066,-7.112060793531567,7.351816916314862,12.623224903536268,,7.351816916314862,0,0.5123237233237685,0,-0.01143437147801659
9.2,3324.500498,4254.936626000001,0.017,x=332424.844_y=425520.531_z=250.005,x=331360.156_y=424329.812_z=242.759,2,3314.7158750000003,4245.8341875,143.895996,3276.777,4194.215375,114.119003,,,,-4.877620057900337,-3.6797702084086428,-5.080146109643303,-4.193323468027009,-9.28036241952173,-9.689652846427554,5.83281571953432,11.109381468882477,,5.83281571953432,0,0.4976119105125448,0,-0.02265122283609647
9.3,3323.9595600000002,4254.369438,0.014,x=332384.500_y=425478.031_z=250.008,x=0.000_y=0.000_z=0.000,0,3314.3647499999997,4245.4099375000005,144.522003,3276.7759374999996,4194.2140625,114.119003,,,,-5.376166801396922,-4.26093883359818,-5.633739605167516,-4.7755356914132765,-5.811686251895374,-5.822122233862679,5.524753090021218,9.775264846506037,,5.524753090021218,0,0.4817692620284674,0,-0.04020489692553015
9.4,3323.3617480000003,4253.740312,0.005,x=332318.969_y=425408.688_z=250.001,x=0.000_y=0.000_z=0.000,0,3313.97975,4244.9445625,144.695007,3276.7748125000003,4194.2125625,114.119003,,,,-5.799898764575627,-3.9943958458763094,-6.104889758870206,-4.4641769573600145,2.665429877218708,3.1135873405326198,4.789311966503307,8.728709877957781,,4.789311966503307,0,0.46468042430297185,0,-0.049079292154554484
9.5,3322.7634980000003,4253.108,0.003,x=332249.344_y=425335.000_z=250.994,x=0.000_y=0.000_z=0.000,0,3313.55325,4244.4290625,144.957001,3276.7734375,4194.2108124999995,114.119003,,,,-6.098427268551106,-3.26568238093275,-6.442597220610626,-3.6776880526348075,7.2871346494355915,7.8648890472520705,6.09272149627895,8.606441208585967,,6.09272149627895,0,0.4480752118331636,0,-0.030794480040922095
9.6,3322.119498,4252.42575,0.003,x=332187.938_y=425270.000_z=250.995,x=331078.219_y=424122.062_z=208.010,2,3313.128125,4243.915125,145.179993,3276.772,4194.2089375,114.119003,,,,-6.371309042545947,-2.5669765978340457,-6.752419356820127,-2.9377439717417295,6.987057830987045,7.3994408089307795,4.483923256818837,7.885349170099403,,4.483923256818837,0,0.430488393741513,0,-0.005839133179101818
9.7,3321.4461239999996,4251.709938,0.004,x=332125.656_y=425203.906_z=250.981,x=325063.375_y=418545.062_z=131.386,3,3312.62825,4243.310625,145.063995,3276.770375,4194.2068125000005,114.119003,,,,-6.55184102524785,-1.9545060796316336,-6.966023952012662,-2.3098668385687784,6.124705182024122,6.278771331729511,5.907728918921134,7.429700291153448,,5.907728918921134,0,0.4125442648515036,0,0.009225961776096612
9.8,3320.8047500000002,4251.025876000001,0.007,x=332062.438_y=425136.500_z=251.004,x=326594.094_y=420167.562_z=117.757,3,3312.1136874999997,4242.688249999999,145.121994,3276.7685625000004,4194.2045,114.119003,,,,-6.657528793498287,-1.7290230926259158,-7.105413081577515,-2.117011762927037,2.254829870057178,1.9285507564174154,8.540458319141775,7.690309713151761,,7.690309713151761,0,0.3958655744595836,0,0.011868960398313127
9.9,3320.1166879999996,4250.288501999999,0.006,x=331982.250_y=425050.531_z=252.008,x=326044.531_y=419598.906_z=155.252,3,3311.5756874999997,4242.0374375,145.487,3276.7665625,4194.2020625,114.119003,,,,-6.890922663841957,-1.9851779113070755,-7.388090972970474,-2.4476052225680727,-2.5615481868115975,-3.305934596410358,6.855040192280913,7.050652573575567,,6.855040192280913,0,0.37861303720441297,0,0.0038552768727905477
10.0,3319.3824999999997,4249.497564,0.006,x=331928.594_y=424992.750_z=252.001,x=328149.031_y=421425.562_z=128.433,3,3311.0305,4241.3778125,145.229004,3276.7645624999996,4194.1995625,114.119003,3265.7625,4186.7128125,,-7.149788295561349,-1.9691712567631723,-7.7029944660264285,-2.483096624075281,0.16006654543903265,-0.3549140150720831,5.061466419497101,6.488516835325777,,5.061466419497101,0,0.3609562813289771,0,-8.279489493657989e-05
