time,ego_x,ego_y,Steer,GazeOrigin,EyeHitSite,EyeHitType,vehicle_1_x,vehicle_1_y,vehicle_1_z,vehicle_2_x,vehicle_2_y,vehicle_2_z,vehicle_3_x,vehicle_3_y,vehicle_3_z,ego_x_vel,ego_x_acc,ego_y_vel,ego_y_acc,ego_x_acc_jerk,ego_y_acc_jerk,TTC_1,TTC_2,TTC_3,TTC_MIN,position,lateral_offset,collision,Steer_rate
6.0,3313.705812,4245.469749999999,0.019,x=331331.188_y=424563.188_z=282.030,x=331208.906_y=424345.062_z=286.112,2,3316.42375,4247.895833333333,140.819,,,,,,,-7.512636189142238,4.522999199449691,-8.467472851628074,3.6951490931260604,6.279511384564671,7.552139612404556,0.3373266200919727,,,0.3373266200919727,0,-0.1556607532412126,0,0.0006782203477925722
6.1,3312.979564,4244.637938,0.019,x=331277.062_y=424500.938_z=281.998,x=326752.281_y=417902.031_z=454.702,3,3316.387265625,4247.851875,140.869995,3276.7796875,4194.21875,,,,,-7.042835419489272,4.883274532294589,-8.069631636984441,4.217094802865217,3.60275332844898,5.219457097391569,0.4473367139755099,,,0.4473367139755099,0,-0.16412734755428524,0,4.833353493875495e-05
6.2,3312.339314,4243.89,0.019,x=331201.156_y=424412.406_z=258.011,x=331086.625_y=424245.375_z=262.130,2,3316.3385625,4247.793125,140.959,3276.77953125,4194.2184375,,,,,-6.492520415966226,5.167668689537704,-7.562393227344249,4.713568976000453,2.8439415724311523,4.96474173135236,0.6152788335735492,6.206838252377287,,0.6152788335735492,0,-0.16892876661913853,0,1.3383062461474186e-06
6.3,3311.7535020000005,4243.195688,0.019,x=331143.781_y=424344.250_z=277.020,x=0.000_y=0.000_z=0.000,0,3316.2500625000002,4247.686375,141.179001,3276.779375,4194.218229166667,114.119003,,,,-5.967655017090088,5.242951628441981,-7.061522697308133,5.01518067389366,0.7528293890427662,3.0161169789320663,0.8255624056222758,6.626832365853124,,0.8255624056222758,0,-0.17150703125504255,0,0.0
6.4,3311.183126,4242.510312,0.019,x=331081.062_y=424268.656_z=257.997,x=330961.250_y=424094.375_z=262.504,2,3316.126,4247.5366875,141.350998,3276.779140625,4194.217890625,114.119003,,,,-5.470230098522019,5.301851861775702,-6.566253886527649,5.316767076867409,0.5890023333372074,3.0158640297374895,1.0110532350597894,6.652869196482292,,1.0110532350597894,0,-0.17231339410308896,0,0.0
6.5,3310.7097519999998,4241.932999999999,0.019,x=331037.688_y=424215.469_z=282.097,x=0.000_y=0.000_z=0.000,0,3315.9626875000004,4247.339625,141.423996,3276.7788124999997,4194.2174375,114.119003,,,,-4.889416617878753,5.457583575148741,-5.951998796476627,5.711071081170145,1.5573171337303915,3.9430400430273593,1.5364070761027224,7.848344701041315,,1.5364070761027224,0,-0.17143583016899006,0,-1.3383062461474186e-06
6.6,3310.272752,4241.392436,0.019,x=330990.906_y=424157.562_z=281.994,x=0.000_y=0.000_z=0.000,0,3315.7769375,4247.1154375,141.820999,3276.7781875,4194.216625,114.119003,,,,-4.330646256123261,5.315905837975766,-5.34686695178557,5.723736905818145,-1.4167773717297472,0.12665824647999813,1.9653996413652888,8.335728474922012,,1.9653996413652888,0,-0.16923969016569035,0,-4.43186162003127e-05
6.7,3309.89894,4240.923624,0.019,x=330963.250_y=424122.969_z=258.009,x=330768.938_y=423842.594_z=262.488,2,3315.5651875000003,4246.859875,142.296997,3276.7774375,4194.2156875,114.119003,3265.7625,4186.7128125,,-3.8523700322849463,4.768981088168331,-4.820646287756303,5.238432652463771,-5.4692474980743455,-4.853042533543732,3.0639035665920606,9.568798589296902,,3.0639035665920606,0,-0.1661938932469489,0,-0.0005399112742070446
6.8,3309.549252,4240.479936,0.019,x=330924.000_y=424073.250_z=256.948,x=330698.969_y=423754.031_z=265.406,2,3315.3085625,4246.5500625,142.735992,3276.7765,4194.2145,114.119003,3265.7623437499997,4186.71265625,,-3.4534698641817663,4.153928291722924,-4.374075338175122,4.665298446132833,-6.150527964454078,-5.731342063309386,5.1320857816828305,10.063133330406982,12.279183371749319,5.1320857816828305,0,-0.1624104960381246,0,-0.0024210527628121567
6.9,3309.24794,4240.093374,0.018,x=330892.906_y=424033.406_z=256.993,x=330667.406_y=423713.031_z=265.013,2,3315.0340625,4246.2185,143.261002,3276.7754375000004,4194.2131875,114.119003,3265.7621875,4186.712395833333,112.664001,-3.1015143150930777,3.860565242373415,-3.9682784215618576,4.486967516403152,-2.9336304934950874,-1.7833092972968068,13.77083089047085,11.508029136556319,14.056503677454772,11.508029136556319,0,-0.15837597772708456,0,-0.004033753309761294
